study_minutes,workout_minutes,entertainment_minutes,scrolling_minutes,sleep_minutes,mood,label
67,67,111,178,443,Energetic,Leisure
35,85,221,105,314,Neutral,Leisure
137,22,126,13,322,Neutral,Productive
112,10,4,147,450,Tired,Leisure
157,75,28,123,423,Sad,Productive
176,39,106,104,426,Energetic,Productive
165,34,34,127,375,Tired,Productive
78,60,240,0,380,Neutral,Leisure
95,39,170,151,476,Tired,Leisure
13,1,70,116,332,Energetic,Leisure
81,58,224,87,410,Sad,Leisure
82,44,218,160,341,Sad,Leisure
6,79,92,152,317,Happy,Leisure
21,26,174,19,476,Happy,Leisure
114,25,39,109,342,Neutral,Leisure
48,43,66,29,329,Neutral,Leisure
117,47,93,54,357,Sad,Productive
178,3,8,2,375,Neutral,Productive
70,63,74,55,404,Happy,Productive
82,26,8,175,429,Neutral,Leisure
119,38,139,54,326,Energetic,Leisure
161,53,3,165,421,Energetic,Productive
102,33,30,111,463,Tired,Leisure
142,74,33,112,307,Sad,Productive
156,61,186,97,325,Energetic,Leisure
132,8,125,59,343,Neutral,Leisure
61,38,230,82,419,Neutral,Leisure
109,42,144,69,345,Happy,Leisure
86,87,29,167,319,Energetic,Leisure
34,24,0,13,426,Sad,Productive
75,31,69,14,460,Energetic,Productive
60,86,230,91,353,Happy,Leisure
30,84,141,24,430,Happy,Leisure
36,31,70,101,392,Energetic,Leisure
49,62,5,114,389,Energetic,Leisure
51,66,182,109,368,Tired,Leisure
131,7,231,175,305,Energetic,Leisure
146,33,16,163,412,Neutral,Leisure
8,22,239,62,433,Sad,Leisure
135,41,119,65,422,Sad,Leisure
163,74,27,17,432,Tired,Productive
159,62,66,172,325,Sad,Leisure
147,83,213,59,307,Sad,Leisure
11,61,48,171,354,Sad,Leisure
90,8,106,170,375,Tired,Leisure
9,44,36,171,454,Happy,Leisure
8,24,107,91,434,Happy,Leisure
37,62,17,94,313,Tired,Leisure
116,7,80,66,361,Neutral,Leisure
165,90,132,134,418,Tired,Leisure
166,57,234,95,427,Happy,Leisure
159,62,150,127,376,Happy,Leisure
24,37,60,109,465,Energetic,Leisure
115,84,176,75,478,Happy,Leisure
39,82,126,159,382,Energetic,Leisure
44,59,81,70,456,Happy,Leisure
14,85,121,21,427,Tired,Leisure
30,68,211,62,421,Tired,Leisure
131,63,25,17,418,Sad,Productive
76,20,53,142,381,Tired,Leisure
119,78,14,137,380,Happy,Productive
59,34,212,113,362,Tired,Leisure
42,16,138,173,318,Energetic,Leisure
105,21,27,156,460,Sad,Leisure
170,7,240,0,469,Happy,Leisure
71,57,50,35,463,Energetic,Productive
174,42,8,63,437,Energetic,Productive
7,48,223,40,395,Tired,Leisure
14,88,113,84,454,Neutral,Leisure
74,80,191,120,361,Energetic,Leisure
87,63,112,98,353,Tired,Leisure
76,57,123,31,389,Neutral,Leisure
32,68,164,153,419,Energetic,Leisure
117,66,232,0,340,Energetic,Leisure
62,44,102,133,372,Neutral,Leisure
109,42,197,15,321,Tired,Leisure
3,11,36,4,473,Energetic,Leisure
35,46,98,107,304,Happy,Leisure
176,13,238,179,329,Happy,Leisure
47,42,131,43,467,Energetic,Leisure
36,33,233,43,412,Happy,Leisure
2,80,150,104,369,Tired,Leisure
18,33,89,28,478,Energetic,Leisure
46,77,108,122,332,Tired,Leisure
43,71,53,152,331,Tired,Leisure
61,72,34,78,372,Neutral,Productive
93,59,176,72,401,Energetic,Leisure
167,24,169,139,368,Energetic,Leisure
136,48,155,155,336,Happy,Leisure
106,71,173,138,360,Energetic,Leisure
21,29,84,6,472,Tired,Leisure
115,44,158,169,304,Tired,Leisure
67,76,184,18,456,Sad,Leisure
63,2,88,178,476,Happy,Leisure
48,88,106,27,340,Sad,Productive
138,39,41,139,449,Neutral,Leisure
146,85,108,96,400,Neutral,Productive
89,58,219,38,447,Neutral,Leisure
24,60,23,3,451,Energetic,Productive
91,58,91,56,376,Sad,Productive
89,45,106,154,433,Energetic,Leisure
169,75,225,123,374,Neutral,Leisure
112,72,146,19,317,Energetic,Productive
140,25,74,173,363,Sad,Leisure
131,7,87,1,348,Sad,Productive
10,82,32,125,450,Sad,Leisure
147,75,198,98,349,Neutral,Leisure
107,40,36,57,342,Energetic,Productive
146,73,174,106,451,Sad,Leisure
18,38,234,135,370,Sad,Leisure
5,55,79,68,320,Energetic,Leisure
116,78,142,101,334,Happy,Leisure
113,43,92,12,379,Tired,Productive
2,64,144,56,387,Happy,Leisure
34,36,197,43,433,Sad,Leisure
53,55,61,134,480,Sad,Leisure
21,72,198,153,374,Tired,Leisure
178,80,19,63,318,Tired,Productive
98,27,201,180,401,Neutral,Leisure
78,2,224,99,464,Happy,Leisure
74,80,63,170,354,Sad,Leisure
112,83,220,87,447,Neutral,Leisure
123,74,220,35,384,Happy,Leisure
96,80,38,139,340,Happy,Leisure
174,60,203,123,467,Energetic,Leisure
94,12,94,149,438,Sad,Leisure
115,78,150,164,398,Energetic,Leisure
53,80,203,146,411,Happy,Leisure
155,23,14,161,355,Neutral,Productive
67,49,90,167,461,Happy,Leisure
162,51,215,88,335,Happy,Leisure
109,47,109,23,308,Energetic,Productive
7,45,7,77,472,Tired,Leisure
103,85,73,42,460,Tired,Productive
25,5,206,113,319,Neutral,Leisure
98,33,113,125,307,Energetic,Leisure
114,46,121,66,306,Energetic,Leisure
55,42,4,5,302,Tired,Productive
9,78,208,106,334,Happy,Leisure
115,17,122,52,314,Energetic,Leisure
27,63,118,30,472,Tired,Leisure
144,2,141,83,477,Neutral,Leisure
179,36,28,167,405,Sad,Productive
172,12,18,109,327,Tired,Productive
146,88,215,31,421,Neutral,Leisure
44,42,24,137,416,Happy,Leisure
26,23,78,47,406,Energetic,Leisure
81,59,23,38,476,Neutral,Productive
57,33,119,25,445,Sad,Leisure
85,84,0,149,376,Tired,Productive
155,64,68,158,454,Happy,Leisure
123,68,122,150,391,Energetic,Leisure
146,71,175,26,388,Tired,Productive
21,89,73,51,441,Energetic,Leisure
97,23,234,24,341,Energetic,Leisure
53,2,73,63,346,Energetic,Leisure
179,84,0,177,324,Tired,Productive
146,62,83,41,366,Tired,Productive
139,43,132,173,430,Sad,Leisure
156,19,110,90,411,Happy,Leisure
116,20,228,39,341,Neutral,Leisure
129,68,137,173,474,Tired,Leisure
149,81,202,62,332,Sad,Leisure
156,85,192,165,308,Tired,Leisure
102,5,79,36,403,Neutral,Leisure
17,22,113,84,459,Happy,Leisure
132,19,0,164,305,Tired,Leisure
26,89,91,51,456,Sad,Leisure
174,71,117,165,380,Neutral,Leisure
56,30,211,15,416,Neutral,Leisure
53,55,33,129,479,Happy,Leisure
167,34,68,127,403,Tired,Productive
146,83,0,162,393,Energetic,Productive
29,79,179,33,424,Tired,Leisure
177,13,131,180,369,Sad,Leisure
56,13,208,179,412,Neutral,Leisure
125,65,182,62,304,Neutral,Leisure
0,25,26,91,318,Sad,Leisure
48,87,33,20,324,Energetic,Productive
87,45,165,69,427,Sad,Leisure
175,74,172,86,455,Neutral,Leisure
71,81,239,97,333,Energetic,Leisure
125,34,19,159,360,Tired,Leisure
157,69,169,110,331,Tired,Leisure
26,69,124,106,345,Sad,Leisure
28,50,230,164,318,Sad,Leisure
124,45,223,122,449,Tired,Leisure
80,83,3,146,339,Sad,Productive
84,9,162,56,331,Happy,Leisure
4,66,237,100,347,Energetic,Leisure
50,82,18,179,458,Energetic,Leisure
46,39,227,60,326,Energetic,Leisure
115,61,147,64,438,Tired,Leisure
112,45,86,42,416,Energetic,Productive
112,83,11,24,384,Happy,Productive
156,32,226,127,456,Tired,Leisure
148,2,73,83,384,Neutral,Leisure
98,79,185,63,368,Happy,Leisure
66,41,33,118,447,Energetic,Leisure
132,60,236,40,379,Energetic,Leisure
60,54,204,20,310,Sad,Leisure
71,12,136,147,446,Neutral,Leisure
114,44,66,156,480,Energetic,Leisure
123,45,6,135,355,Sad,Productive
152,26,175,114,301,Neutral,Leisure
73,19,83,4,354,Neutral,Productive
115,8,233,177,478,Energetic,Leisure
80,80,17,5,445,Happy,Productive
94,68,152,134,422,Tired,Leisure
18,85,165,88,462,Energetic,Leisure
14,25,193,84,370,Tired,Leisure
12,54,42,147,357,Tired,Leisure
51,34,201,55,400,Energetic,Leisure
86,24,154,29,371,Happy,Leisure
2,69,141,143,419,Energetic,Leisure
42,58,115,97,444,Energetic,Leisure
57,67,79,1,402,Neutral,Productive
47,38,63,66,450,Energetic,Leisure
31,44,124,10,320,Sad,Leisure
89,24,113,17,358,Tired,Leisure
48,40,191,92,359,Tired,Leisure
64,17,0,143,376,Neutral,Leisure
148,14,86,152,371,Energetic,Leisure
44,22,28,83,348,Energetic,Leisure
20,90,2,15,448,Neutral,Productive
119,28,50,177,446,Sad,Leisure
89,19,43,144,328,Energetic,Leisure
150,20,163,44,302,Sad,Leisure
35,75,6,118,455,Tired,Leisure
71,11,172,155,416,Tired,Leisure
76,51,179,30,444,Happy,Leisure
172,33,185,175,371,Tired,Leisure
119,30,52,58,451,Tired,Productive
78,61,101,97,359,Sad,Leisure
75,40,210,114,408,Neutral,Leisure
89,49,77,130,464,Sad,Leisure
73,19,190,83,406,Energetic,Leisure
116,71,133,14,344,Happy,Productive
111,47,160,115,400,Happy,Leisure
102,0,7,116,413,Tired,Leisure
148,80,199,48,324,Tired,Leisure
133,3,209,114,388,Energetic,Leisure
24,66,28,175,476,Sad,Leisure
20,28,168,138,462,Energetic,Leisure
58,36,65,131,378,Tired,Leisure
147,39,110,80,437,Tired,Leisure
79,54,199,133,370,Neutral,Leisure
97,89,129,25,386,Sad,Productive
148,26,200,165,353,Energetic,Leisure
160,2,3,86,378,Happy,Productive
154,37,9,74,459,Tired,Productive
140,74,103,150,363,Energetic,Leisure
120,35,166,27,325,Happy,Leisure
80,64,40,107,397,Neutral,Leisure
115,79,157,59,310,Neutral,Leisure
97,14,24,87,310,Happy,Leisure
80,31,126,95,336,Sad,Leisure
124,3,171,46,379,Tired,Leisure
93,8,76,75,368,Neutral,Leisure
74,64,34,34,327,Neutral,Productive
143,55,16,7,423,Tired,Productive
137,20,40,137,300,Happy,Leisure
162,18,106,101,407,Neutral,Leisure
151,58,158,99,356,Tired,Leisure
94,44,112,120,369,Neutral,Leisure
130,77,111,167,328,Energetic,Leisure
58,43,80,41,405,Happy,Leisure
132,22,214,25,476,Sad,Leisure
70,0,9,137,444,Sad,Leisure
4,52,210,122,346,Tired,Leisure
111,59,232,10,345,Sad,Leisure
146,36,155,4,312,Neutral,Productive
5,75,27,15,350,Sad,Productive
127,57,62,116,421,Happy,Productive
180,51,164,66,449,Neutral,Productive
87,85,233,26,440,Happy,Leisure
153,55,118,8,434,Sad,Productive
121,68,56,119,376,Neutral,Productive
36,64,120,12,400,Energetic,Leisure
78,26,135,77,454,Happy,Leisure
107,74,238,127,403,Happy,Leisure
55,50,222,105,406,Sad,Leisure
33,42,114,36,404,Sad,Leisure
81,68,120,140,431,Neutral,Leisure
29,49,138,51,390,Energetic,Leisure
13,81,229,104,370,Sad,Leisure
133,67,120,54,430,Tired,Productive
48,70,149,98,409,Neutral,Leisure
145,29,18,159,406,Sad,Leisure
93,82,224,24,422,Tired,Leisure
130,67,214,63,337,Happy,Leisure
113,54,16,47,439,Happy,Productive
136,63,221,17,329,Tired,Leisure
111,38,195,68,397,Happy,Leisure
146,63,96,18,345,Energetic,Productive
175,57,229,85,452,Sad,Leisure
47,20,153,24,398,Happy,Leisure
166,39,63,55,375,Neutral,Productive
157,44,233,78,341,Tired,Leisure
64,41,27,82,471,Energetic,Leisure
19,61,133,5,336,Energetic,Leisure
65,27,24,66,307,Tired,Productive
156,2,198,59,405,Happy,Leisure
86,19,168,177,402,Energetic,Leisure
97,52,210,152,378,Sad,Leisure
59,71,233,157,324,Sad,Leisure
62,5,57,170,326,Sad,Leisure
51,73,17,173,432,Tired,Leisure
92,31,167,162,408,Neutral,Leisure
78,72,104,101,365,Tired,Leisure
60,72,186,18,379,Energetic,Leisure
125,29,179,72,427,Happy,Leisure
72,34,206,50,323,Sad,Leisure
178,78,163,71,302,Tired,Productive
51,85,226,176,402,Neutral,Leisure
138,12,203,51,334,Energetic,Leisure
70,38,17,138,472,Energetic,Leisure
29,63,116,168,364,Sad,Leisure
152,38,215,83,344,Happy,Leisure
145,14,181,104,338,Sad,Leisure
59,79,232,30,326,Energetic,Leisure
163,62,140,78,334,Sad,Productive
37,35,8,157,380,Happy,Leisure
29,1,46,36,373,Tired,Leisure
137,76,228,38,320,Energetic,Leisure
168,14,39,113,333,Happy,Productive
57,35,180,3,413,Tired,Leisure
169,14,157,149,318,Sad,Leisure
86,76,90,96,315,Happy,Leisure
136,31,218,23,456,Happy,Leisure
63,20,44,84,374,Energetic,Leisure
67,4,191,134,475,Tired,Leisure
170,65,19,144,326,Neutral,Productive
120,31,134,82,389,Neutral,Leisure
157,14,43,129,349,Sad,Leisure
177,64,87,79,449,Energetic,Productive
119,34,208,66,397,Neutral,Leisure
77,39,158,36,301,Happy,Leisure
94,78,156,86,388,Neutral,Leisure
60,17,212,41,480,Sad,Leisure
126,81,209,84,368,Happy,Leisure
95,34,165,43,340,Neutral,Leisure
167,19,225,32,362,Sad,Leisure
163,79,195,116,471,Sad,Leisure
167,34,230,139,328,Energetic,Leisure
96,76,20,4,365,Energetic,Productive
0,82,168,118,351,Happy,Leisure
3,3,29,14,389,Neutral,Leisure
98,43,69,23,469,Energetic,Productive
79,78,36,125,343,Energetic,Leisure
64,57,233,138,350,Happy,Leisure
89,9,45,27,383,Neutral,Productive
0,20,49,140,443,Neutral,Leisure
126,8,217,125,373,Neutral,Leisure
121,8,197,155,339,Energetic,Leisure
53,84,194,77,440,Neutral,Leisure
23,15,26,114,359,Neutral,Leisure
47,63,127,89,390,Happy,Leisure
74,28,23,26,306,Neutral,Productive
101,12,75,7,360,Sad,Productive
152,26,13,82,450,Tired,Productive
88,25,61,57,476,Tired,Leisure
160,52,76,141,418,Happy,Leisure
90,67,113,102,422,Happy,Leisure
55,76,176,2,425,Happy,Leisure
176,77,83,158,420,Energetic,Productive
162,10,64,109,369,Sad,Leisure
101,80,47,175,357,Tired,Leisure
124,58,156,36,473,Sad,Leisure
1,38,149,113,366,Tired,Leisure
126,44,151,111,422,Energetic,Leisure
143,81,69,93,436,Tired,Productive
45,47,71,152,381,Happy,Leisure
126,59,221,38,416,Tired,Leisure
151,34,234,167,455,Energetic,Leisure
116,61,63,90,320,Tired,Productive
57,25,105,128,371,Tired,Leisure
168,60,229,166,433,Energetic,Leisure
38,85,209,17,403,Happy,Leisure
107,69,4,150,320,Sad,Productive
9,44,201,111,399,Energetic,Leisure
15,17,206,49,348,Tired,Leisure
180,54,234,145,325,Tired,Leisure
142,73,118,17,371,Tired,Productive
117,47,17,99,338,Happy,Productive
141,15,139,131,343,Tired,Leisure
149,74,204,41,353,Sad,Leisure
105,9,51,67,316,Neutral,Leisure
96,16,128,148,359,Tired,Leisure
55,34,201,102,349,Energetic,Leisure
92,0,22,65,429,Happy,Productive
152,84,94,65,370,Sad,Productive
155,18,43,140,364,Tired,Leisure
2,44,90,57,406,Energetic,Leisure
52,2,55,54,347,Tired,Leisure
83,21,58,70,462,Neutral,Leisure
35,65,200,125,442,Energetic,Leisure
166,16,136,144,366,Sad,Leisure
33,85,6,112,437,Happy,Leisure
29,73,223,106,352,Energetic,Leisure
10,52,12,65,356,Sad,Leisure
80,29,93,166,479,Happy,Leisure
52,70,127,50,342,Energetic,Leisure
61,28,150,169,328,Happy,Leisure
78,65,39,55,343,Happy,Productive
29,33,12,5,427,Neutral,Productive
6,1,191,51,386,Energetic,Leisure
31,10,13,83,412,Sad,Leisure
162,26,105,126,391,Sad,Leisure
166,69,35,91,425,Tired,Productive
95,75,169,74,311,Energetic,Leisure
28,26,63,116,395,Happy,Leisure
93,85,176,49,465,Neutral,Leisure
28,32,138,60,323,Tired,Leisure
93,1,74,98,413,Neutral,Leisure
143,45,99,10,453,Happy,Productive
14,52,115,14,458,Neutral,Leisure
134,79,8,12,352,Happy,Productive
21,7,62,24,361,Tired,Leisure
178,58,218,142,422,Energetic,Leisure
18,71,164,36,423,Sad,Leisure
113,84,210,56,418,Neutral,Leisure
133,7,2,37,423,Tired,Productive
61,18,7,104,379,Tired,Leisure
49,1,26,128,463,Tired,Leisure
39,29,134,54,329,Tired,Leisure
81,32,20,180,419,Happy,Leisure
175,30,154,22,328,Neutral,Productive
66,18,182,69,330,Neutral,Leisure
39,69,112,84,386,Happy,Leisure
25,63,100,152,375,Sad,Leisure
37,55,164,168,463,Tired,Leisure
8,44,13,176,392,Happy,Leisure
60,64,127,17,430,Energetic,Leisure
42,87,188,7,343,Neutral,Leisure
54,39,157,27,325,Neutral,Leisure
180,84,127,153,405,Sad,Leisure
111,65,146,62,396,Neutral,Leisure
2,60,144,49,370,Energetic,Leisure
16,16,111,1,471,Sad,Leisure
87,17,42,109,451,Energetic,Leisure
125,6,203,126,413,Neutral,Leisure
77,81,39,143,475,Tired,Leisure
93,50,221,148,444,Tired,Leisure
86,87,110,115,373,Tired,Leisure
179,35,150,118,464,Neutral,Leisure
124,27,95,148,433,Energetic,Leisure
4,1,205,29,367,Tired,Leisure
173,71,80,6,413,Neutral,Productive
120,39,56,69,422,Happy,Productive
113,24,236,5,329,Neutral,Leisure
112,56,85,51,382,Energetic,Productive
129,81,47,80,340,Energetic,Productive
158,89,159,121,366,Tired,Leisure
34,52,222,6,376,Neutral,Leisure
138,49,236,44,387,Sad,Leisure
150,63,127,70,352,Neutral,Productive
106,76,132,155,327,Energetic,Leisure
172,21,204,154,444,Energetic,Leisure
21,32,78,21,302,Neutral,Leisure
67,82,158,76,385,Happy,Leisure
114,50,112,57,464,Energetic,Leisure
3,9,38,81,394,Neutral,Leisure
110,39,99,36,302,Happy,Productive
155,18,164,168,311,Energetic,Leisure
15,15,154,36,347,Neutral,Leisure
116,84,220,59,338,Happy,Leisure
8,23,2,104,329,Tired,Leisure
87,15,103,102,373,Neutral,Leisure
149,37,5,66,301,Happy,Productive
84,43,92,113,470,Neutral,Leisure
65,54,52,11,357,Sad,Productive
27,62,52,37,363,Neutral,Leisure
64,60,53,93,475,Neutral,Leisure
40,81,181,3,428,Neutral,Leisure
19,85,5,73,391,Sad,Productive
66,23,240,83,360,Sad,Leisure
24,11,128,179,401,Happy,Leisure
145,4,92,100,467,Sad,Leisure
0,90,4,72,333,Energetic,Productive
155,50,123,129,422,Happy,Leisure
97,3,163,176,310,Energetic,Leisure
48,60,3,114,344,Neutral,Leisure
173,13,0,26,396,Happy,Productive
84,41,21,123,361,Energetic,Leisure
43,67,0,33,329,Energetic,Productive
107,2,85,0,467,Neutral,Productive
91,62,84,31,353,Tired,Productive
47,19,207,107,379,Energetic,Leisure
6,63,183,99,444,Neutral,Leisure
123,3,46,38,414,Energetic,Productive
46,13,25,7,426,Sad,Productive
6,55,190,3,345,Neutral,Leisure
164,71,0,69,453,Sad,Productive
115,79,173,167,391,Tired,Leisure
86,63,194,16,381,Neutral,Leisure
172,4,236,162,460,Happy,Leisure
117,41,113,118,380,Neutral,Leisure
74,0,229,111,471,Happy,Leisure
101,49,81,93,361,Happy,Leisure
143,38,25,130,344,Happy,Productive
156,7,238,18,324,Energetic,Leisure
27,74,112,150,466,Energetic,Leisure
169,43,35,177,419,Neutral,Leisure
119,82,225,69,374,Sad,Leisure
141,46,57,86,317,Neutral,Productive
141,36,122,48,327,Energetic,Productive
51,12,79,55,444,Sad,Leisure
44,45,39,86,348,Sad,Leisure
169,32,153,83,339,Happy,Leisure
174,1,70,59,316,Energetic,Productive
127,15,9,147,449,Neutral,Leisure
135,32,196,85,451,Neutral,Leisure
54,24,195,39,403,Happy,Leisure
88,35,80,134,308,Happy,Leisure
110,33,37,50,344,Happy,Productive
160,71,136,154,432,Happy,Leisure
148,19,110,16,357,Neutral,Productive
167,3,127,159,466,Sad,Leisure
24,73,59,154,308,Sad,Leisure
62,9,109,139,326,Energetic,Leisure
3,56,150,124,324,Tired,Leisure
41,20,67,179,387,Sad,Leisure
104,9,105,170,403,Energetic,Leisure
78,28,237,10,337,Tired,Leisure
60,70,122,111,365,Sad,Leisure
95,4,116,116,318,Sad,Leisure
127,50,221,166,391,Tired,Leisure
127,73,119,24,338,Energetic,Productive
35,10,169,37,451,Neutral,Leisure
104,35,173,147,451,Tired,Leisure
99,24,217,15,356,Tired,Leisure
49,15,96,150,306,Neutral,Leisure
117,75,94,9,447,Tired,Productive
6,3,144,73,360,Energetic,Leisure
148,0,51,88,476,Tired,Productive
82,90,174,25,382,Tired,Leisure
103,86,239,120,328,Energetic,Leisure
31,18,57,101,453,Happy,Leisure
85,61,232,148,478,Happy,Leisure
125,20,130,130,478,Sad,Leisure
8,88,28,77,338,Energetic,Leisure
109,45,134,134,413,Sad,Leisure
134,41,126,160,302,Happy,Leisure
54,54,135,103,300,Energetic,Leisure
161,28,93,163,423,Tired,Leisure
117,71,163,126,395,Neutral,Leisure
20,68,81,29,443,Happy,Leisure
46,23,39,52,398,Happy,Leisure
115,89,83,99,321,Neutral,Productive
31,81,237,120,301,Sad,Leisure
157,49,9,115,419,Happy,Productive
67,68,26,172,395,Neutral,Leisure
79,25,77,150,440,Neutral,Leisure
139,70,134,97,474,Sad,Leisure
25,85,135,66,478,Happy,Leisure
34,56,75,104,384,Tired,Leisure
57,30,133,15,438,Tired,Leisure
58,62,150,19,375,Neutral,Leisure
75,53,46,25,352,Sad,Productive
153,69,133,80,397,Sad,Productive
4,45,93,93,393,Tired,Leisure
6,34,223,2,385,Energetic,Leisure
143,23,83,169,452,Neutral,Leisure
151,48,79,13,414,Sad,Productive
106,88,184,84,331,Neutral,Leisure
177,86,80,155,403,Neutral,Productive
178,32,228,132,312,Sad,Leisure
3,65,197,13,435,Neutral,Leisure
126,29,15,133,431,Tired,Productive
156,54,40,112,350,Tired,Productive
81,36,125,155,429,Tired,Leisure
21,43,217,131,377,Neutral,Leisure
108,49,43,75,339,Happy,Productive
138,14,141,8,346,Neutral,Productive
41,5,4,47,342,Neutral,Leisure
107,76,42,21,468,Sad,Productive
23,1,205,119,330,Sad,Leisure
178,73,3,88,362,Neutral,Productive
154,5,58,152,338,Happy,Leisure
77,70,163,154,465,Tired,Leisure
19,39,228,128,417,Energetic,Leisure
175,81,102,4,438,Neutral,Productive
119,3,181,81,386,Tired,Leisure
4,9,107,121,428,Energetic,Leisure
163,38,188,135,464,Happy,Leisure
53,75,140,25,398,Neutral,Leisure
134,16,193,137,422,Energetic,Leisure
159,56,97,94,317,Sad,Productive
150,90,171,172,448,Sad,Leisure
36,79,131,86,442,Tired,Leisure
103,58,188,142,320,Energetic,Leisure
64,22,86,43,380,Happy,Leisure
6,26,136,45,359,Neutral,Leisure
142,81,85,26,355,Energetic,Productive
31,78,174,3,351,Sad,Leisure
160,56,64,19,358,Tired,Productive
67,77,49,52,340,Happy,Productive
148,44,133,69,407,Tired,Leisure
114,43,141,156,311,Neutral,Leisure
105,23,176,180,385,Energetic,Leisure
157,69,4,111,355,Tired,Productive
166,70,122,119,349,Energetic,Leisure
106,90,84,100,357,Energetic,Productive
49,87,126,127,329,Happy,Leisure
138,53,101,58,410,Tired,Productive
88,60,170,118,432,Tired,Leisure
8,55,123,44,342,Sad,Leisure
164,58,151,167,456,Happy,Leisure
59,39,169,85,350,Happy,Leisure
40,46,129,40,381,Sad,Leisure
49,54,221,96,357,Tired,Leisure
116,29,187,124,311,Energetic,Leisure
59,38,10,81,324,Happy,Productive
70,13,208,88,320,Neutral,Leisure
136,33,8,51,347,Tired,Productive
138,43,61,45,328,Happy,Productive
95,81,131,48,415,Happy,Leisure
78,46,152,4,334,Energetic,Leisure
167,2,140,85,439,Sad,Leisure
96,13,88,92,407,Happy,Leisure
173,33,225,31,330,Sad,Leisure
167,32,32,70,453,Tired,Productive
175,8,60,66,388,Sad,Productive
82,76,42,34,476,Tired,Productive
101,76,6,39,329,Sad,Productive
75,78,29,88,325,Tired,Productive
20,63,161,49,315,Tired,Leisure
17,80,102,156,440,Sad,Leisure
57,65,50,15,383,Happy,Productive
52,11,32,88,460,Neutral,Leisure
135,23,89,154,429,Neutral,Leisure
86,53,34,179,463,Tired,Leisure
180,64,64,59,467,Happy,Productive
13,41,213,90,441,Energetic,Leisure
105,28,188,72,377,Tired,Leisure
20,20,117,93,444,Neutral,Leisure
128,72,234,15,416,Tired,Leisure
145,6,136,37,308,Sad,Leisure
86,73,182,134,313,Neutral,Leisure
158,65,160,120,411,Happy,Leisure
154,7,210,52,454,Energetic,Leisure
166,61,175,161,341,Sad,Leisure
3,10,122,168,412,Sad,Leisure
60,57,70,131,453,Sad,Leisure
40,32,235,53,346,Happy,Leisure
136,10,68,95,327,Sad,Leisure
74,34,47,66,325,Energetic,Leisure
90,16,207,151,344,Neutral,Leisure
131,63,71,58,320,Tired,Productive
92,88,115,72,384,Happy,Leisure
104,74,208,161,338,Happy,Leisure
176,30,184,165,366,Tired,Leisure
31,27,142,130,399,Tired,Leisure
70,3,45,83,471,Neutral,Leisure
7,66,12,33,357,Neutral,Productive
163,5,147,27,436,Happy,Leisure
143,70,197,138,475,Sad,Leisure
76,57,183,106,319,Tired,Leisure
38,24,225,42,336,Energetic,Leisure
165,10,214,101,333,Sad,Leisure
119,34,176,104,321,Tired,Leisure
122,42,26,160,338,Energetic,Leisure
13,66,137,8,461,Neutral,Leisure
71,22,29,129,363,Sad,Leisure
142,56,89,114,310,Sad,Leisure
63,30,69,134,441,Energetic,Leisure
29,43,195,20,404,Energetic,Leisure
60,74,195,5,442,Energetic,Leisure
9,62,122,50,406,Neutral,Leisure
80,50,141,23,437,Energetic,Leisure
153,10,32,108,309,Sad,Productive
2,69,190,117,465,Tired,Leisure
13,15,97,123,410,Energetic,Leisure
69,33,90,14,463,Tired,Leisure
174,61,206,130,377,Sad,Leisure
131,54,20,112,330,Neutral,Productive
97,53,137,35,376,Energetic,Leisure
129,80,22,177,333,Happy,Productive
28,27,116,75,456,Sad,Leisure
136,69,217,52,422,Energetic,Leisure
54,66,88,34,325,Energetic,Leisure
48,54,208,73,367,Tired,Leisure
137,6,182,104,449,Happy,Leisure
131,28,120,99,347,Neutral,Leisure
34,8,131,1,397,Energetic,Leisure
45,75,211,46,365,Tired,Leisure
50,51,84,142,479,Tired,Leisure
96,42,118,42,337,Energetic,Leisure
65,78,39,32,371,Energetic,Productive
130,47,127,56,352,Neutral,Leisure
164,52,232,51,359,Happy,Leisure
94,21,0,71,339,Energetic,Productive
111,86,156,54,310,Sad,Leisure
46,25,38,39,377,Energetic,Leisure
145,48,88,89,392,Tired,Productive
160,38,229,84,478,Tired,Leisure
132,4,226,45,457,Neutral,Leisure
163,66,219,80,399,Sad,Leisure
95,81,36,146,420,Sad,Leisure
20,72,189,55,432,Happy,Leisure
87,52,182,81,405,Sad,Leisure
165,48,122,100,398,Neutral,Leisure
92,67,212,15,348,Neutral,Leisure
125,7,54,121,384,Happy,Leisure
127,83,91,54,473,Tired,Productive
63,62,48,172,305,Tired,Leisure
9,1,158,141,470,Neutral,Leisure
90,90,9,120,347,Neutral,Productive
47,42,4,15,421,Energetic,Productive
158,57,118,151,386,Happy,Leisure
28,38,218,164,363,Sad,Leisure
154,7,6,70,372,Happy,Productive
42,45,208,38,364,Happy,Leisure
93,75,228,163,320,Energetic,Leisure
19,70,76,135,378,Tired,Leisure
13,39,141,139,337,Neutral,Leisure
67,9,29,121,305,Neutral,Leisure
168,75,181,115,355,Sad,Leisure
12,40,7,11,411,Happy,Productive
123,0,150,57,309,Neutral,Leisure
79,38,180,63,336,Happy,Leisure
139,2,13,91,339,Tired,Productive
159,29,34,62,454,Sad,Productive
127,38,184,71,433,Tired,Leisure
22,17,202,141,396,Sad,Leisure
104,26,126,168,306,Neutral,Leisure
