study_minutes,workout_minutes,entertainment_minutes,scrolling_minutes,sleep_minutes,mood,label
120,78,147,135,466,Happy,Leisure
83,45,73,79,436,Neutral,Leisure
95,78,127,79,404,Tired,Leisure
125,39,11,108,388,Happy,Productive
72,37,83,150,362,Sad,Leisure
109,28,38,95,332,Energetic,Productive
112,21,119,98,382,Energetic,Leisure
10,52,224,90,470,Tired,Leisure
164,80,64,147,461,Tired,Productive
145,69,122,47,461,Happy,Productive
101,19,182,134,436,Sad,Leisure
124,89,103,179,324,Tired,Leisure
27,25,77,94,331,Tired,Leisure
175,57,169,119,365,Neutral,Leisure
167,65,74,3,300,Neutral,Productive
129,82,73,114,334,Tired,Productive
123,64,159,8,328,Neutral,Productive
48,21,16,12,302,Sad,Productive
52,63,161,154,419,Neutral,Leisure
96,5,140,137,431,Tired,Leisure
136,73,197,143,458,Sad,Leisure
131,82,45,28,353,Neutral,Productive
148,18,28,58,444,Sad,Productive
178,15,238,87,398,Happy,Leisure
142,11,211,177,408,Happy,Leisure
130,45,219,120,401,Energetic,Leisure
138,78,194,9,418,Neutral,Productive
150,55,224,12,422,Neutral,Leisure
66,20,81,36,466,Energetic,Leisure
148,1,45,135,351,Tired,Leisure
72,11,161,43,423,Tired,Leisure
166,68,28,156,332,Sad,Productive
147,5,92,55,373,Happy,Productive
23,43,46,46,380,Tired,Leisure
57,90,217,14,314,Tired,Leisure
36,45,51,98,310,Tired,Leisure
66,44,59,47,411,Neutral,Productive
140,63,201,47,300,Tired,Leisure
139,85,75,64,320,Sad,Productive
179,46,184,165,384,Energetic,Leisure
70,7,16,12,384,Happy,Productive
98,74,130,84,475,Neutral,Leisure
21,21,34,88,317,Energetic,Leisure
130,56,81,46,471,Sad,Productive
95,37,123,86,387,Neutral,Leisure
30,32,53,37,429,Energetic,Leisure
119,62,15,11,360,Energetic,Productive
126,51,132,148,347,Neutral,Leisure
104,21,189,152,323,Happy,Leisure
51,58,81,164,350,Tired,Leisure
26,79,171,61,339,Energetic,Leisure
165,86,12,83,471,Sad,Productive
139,31,151,154,339,Tired,Leisure
38,34,86,15,450,Tired,Leisure
161,66,125,35,315,Energetic,Productive
164,52,209,34,406,Happy,Leisure
126,36,123,131,436,Sad,Leisure
61,29,53,13,409,Energetic,Productive
17,74,16,8,319,Happy,Productive
12,67,14,31,375,Energetic,Productive
171,52,159,100,340,Sad,Leisure
90,11,39,94,474,Tired,Leisure
46,86,197,150,418,Tired,Leisure
138,63,183,178,314,Tired,Leisure
58,37,224,7,324,Neutral,Leisure
7,43,132,16,380,Energetic,Leisure
174,87,45,54,470,Energetic,Productive
105,26,170,17,408,Tired,Leisure
74,18,132,74,354,Happy,Leisure
138,87,121,139,430,Neutral,Leisure
177,85,238,23,428,Tired,Productive
132,70,160,121,479,Happy,Leisure
133,81,70,128,362,Tired,Productive
59,26,209,65,418,Happy,Leisure
87,15,218,113,308,Neutral,Leisure
0,13,170,4,445,Neutral,Leisure
82,72,46,128,302,Energetic,Leisure
152,1,208,124,408,Tired,Leisure
45,82,108,2,466,Energetic,Productive
170,20,215,81,445,Neutral,Leisure
117,83,36,82,459,Neutral,Productive
148,15,70,74,441,Energetic,Productive
163,36,140,109,466,Sad,Leisure
26,51,12,166,313,Sad,Leisure
23,11,136,27,342,Sad,Leisure
95,61,87,100,443,Sad,Leisure
102,6,113,151,386,Tired,Leisure
23,58,218,100,416,Happy,Leisure
78,46,234,99,330,Sad,Leisure
68,23,161,57,414,Sad,Leisure
149,51,39,128,360,Energetic,Productive
28,83,69,137,472,Energetic,Leisure
24,27,63,80,428,Tired,Leisure
55,65,6,32,323,Energetic,Productive
106,59,231,96,453,Neutral,Leisure
105,53,155,136,431,Energetic,Leisure
106,4,91,84,474,Energetic,Leisure
51,39,171,61,389,Happy,Leisure
45,60,219,102,379,Tired,Leisure
52,61,52,103,455,Sad,Leisure
119,39,227,152,480,Happy,Leisure
150,21,122,52,457,Energetic,Leisure
14,83,96,81,385,Neutral,Leisure
150,45,134,168,337,Happy,Leisure
155,64,15,82,472,Neutral,Productive
75,3,156,66,474,Sad,Leisure
111,10,178,155,376,Tired,Leisure
166,81,27,151,344,Sad,Productive
132,56,149,37,409,Energetic,Productive
108,50,82,146,303,Tired,Leisure
49,19,179,85,378,Sad,Leisure
150,24,28,106,327,Sad,Productive
61,79,213,59,457,Happy,Leisure
58,58,51,26,396,Tired,Productive
61,35,71,118,352,Happy,Leisure
11,56,75,75,364,Sad,Leisure
17,90,177,114,424,Sad,Leisure
49,2,77,155,404,Sad,Leisure
85,19,64,71,400,Energetic,Leisure
149,13,1,46,308,Energetic,Productive
131,84,20,37,313,Sad,Productive
179,88,89,85,467,Tired,Productive
20,88,94,58,472,Happy,Leisure
34,10,114,63,441,Neutral,Leisure
38,83,157,44,437,Energetic,Leisure
154,31,69,13,356,Sad,Productive
146,29,139,20,423,Happy,Productive
88,0,48,43,365,Sad,Leisure
180,5,151,128,358,Neutral,Leisure
166,90,239,19,452,Energetic,Leisure
35,12,151,129,413,Energetic,Leisure
81,70,101,63,376,Tired,Leisure
28,53,171,56,469,Energetic,Leisure
87,88,150,75,320,Sad,Leisure
115,84,166,55,374,Happy,Leisure
118,20,116,123,433,Happy,Leisure
146,22,43,115,406,Tired,Productive
148,70,218,24,366,Happy,Leisure
62,48,231,51,369,Sad,Leisure
125,62,95,145,305,Energetic,Leisure
96,51,205,101,356,Sad,Leisure
72,31,10,175,384,Neutral,Leisure
113,9,214,92,305,Tired,Leisure
58,13,229,8,358,Neutral,Leisure
148,49,207,43,344,Sad,Leisure
69,52,202,169,354,Tired,Leisure
147,71,91,57,303,Happy,Productive
32,45,163,142,453,Tired,Leisure
128,46,221,115,400,Tired,Leisure
74,28,45,14,463,Happy,Productive
168,1,187,170,308,Neutral,Leisure
173,47,128,72,383,Happy,Productive
163,35,93,24,421,Happy,Productive
88,14,240,144,343,Neutral,Leisure
111,6,164,101,398,Tired,Leisure
112,57,33,93,451,Neutral,Productive
143,8,51,101,346,Happy,Leisure
58,0,233,170,452,Neutral,Leisure
20,58,127,40,371,Energetic,Leisure
107,29,30,177,326,Neutral,Leisure
172,37,11,119,366,Neutral,Productive
155,15,35,161,359,Neutral,Leisure
132,2,218,30,308,Energetic,Leisure
29,23,155,80,456,Happy,Leisure
79,43,214,126,424,Happy,Leisure
155,64,46,28,318,Happy,Productive
142,23,205,167,466,Energetic,Leisure
50,52,219,73,405,Neutral,Leisure
78,24,43,11,408,Tired,Productive
91,90,99,12,334,Neutral,Productive
74,20,193,151,360,Energetic,Leisure
0,39,36,38,423,Happy,Leisure
81,80,118,131,330,Sad,Leisure
120,50,34,113,378,Happy,Productive
44,34,25,114,305,Sad,Leisure
45,84,61,38,465,Energetic,Productive
143,4,61,67,406,Energetic,Productive
117,42,73,92,386,Happy,Leisure
130,22,147,25,379,Happy,Leisure
85,6,180,139,468,Neutral,Leisure
131,82,52,154,314,Energetic,Productive
38,22,226,112,319,Energetic,Leisure
54,54,98,62,341,Energetic,Leisure
67,15,54,7,416,Sad,Productive
10,62,103,104,430,Happy,Leisure
8,55,135,115,381,Happy,Leisure
57,28,11,44,438,Energetic,Productive
103,70,112,19,434,Neutral,Productive
40,58,85,162,335,Neutral,Leisure
125,78,58,176,354,Happy,Leisure
114,71,79,44,356,Energetic,Productive
11,41,127,5,389,Tired,Leisure
76,57,107,87,328,Neutral,Leisure
118,80,27,166,465,Neutral,Productive
4,21,24,145,320,Happy,Leisure
80,55,215,142,348,Energetic,Leisure
129,26,97,165,390,Energetic,Leisure
145,24,157,74,391,Energetic,Leisure
122,87,172,138,338,Sad,Leisure
72,42,60,130,437,Happy,Leisure
86,23,196,84,414,Happy,Leisure
117,89,160,30,439,Energetic,Productive
24,42,81,107,391,Sad,Leisure
107,66,122,25,310,Energetic,Productive
66,77,143,49,455,Tired,Leisure
173,4,231,144,346,Energetic,Leisure
23,26,7,29,365,Neutral,Productive
172,47,127,150,451,Neutral,Leisure
170,71,113,101,330,Sad,Productive
39,44,98,54,306,Happy,Leisure
110,30,221,155,372,Happy,Leisure
16,32,18,105,308,Tired,Leisure
155,32,213,92,382,Tired,Leisure
134,17,89,138,384,Neutral,Leisure
174,29,134,90,477,Happy,Leisure
14,71,0,65,385,Neutral,Productive
68,43,157,59,436,Happy,Leisure
7,44,126,150,444,Energetic,Leisure
152,14,102,21,479,Neutral,Productive
76,50,117,4,413,Sad,Productive
113,15,146,146,327,Sad,Leisure
159,3,47,150,436,Energetic,Leisure
6,35,193,141,463,Happy,Leisure
141,40,63,85,385,Energetic,Productive
15,53,28,69,408,Tired,Leisure
82,44,72,149,318,Sad,Leisure
153,49,66,77,362,Tired,Productive
28,6,34,126,310,Neutral,Leisure
31,18,161,165,442,Happy,Leisure
120,67,83,180,407,Happy,Leisure
171,60,171,0,451,Tired,Productive
157,21,113,126,352,Happy,Leisure
17,22,46,109,384,Sad,Leisure
28,70,147,97,332,Neutral,Leisure
63,33,206,154,470,Energetic,Leisure
67,49,106,159,349,Energetic,Leisure
92,52,170,11,480,Happy,Leisure
6,62,67,171,384,Neutral,Leisure
174,68,23,73,370,Neutral,Productive
98,30,10,36,359,Happy,Productive
47,59,180,133,413,Happy,Leisure
68,30,108,153,437,Tired,Leisure
165,71,170,87,465,Neutral,Leisure
6,21,94,34,364,Happy,Leisure
67,67,119,107,304,Energetic,Leisure
21,4,103,117,330,Tired,Leisure
67,36,102,118,394,Happy,Leisure
8,54,112,74,351,Sad,Leisure
157,2,172,111,391,Neutral,Leisure
72,75,75,137,426,Neutral,Leisure
141,82,149,118,367,Sad,Leisure
152,58,172,98,373,Energetic,Leisure
68,44,59,6,453,Tired,Productive
31,85,53,148,448,Energetic,Leisure
180,9,222,147,395,Happy,Leisure
131,79,155,61,305,Sad,Leisure
138,69,91,91,352,Energetic,Productive
59,69,68,63,434,Tired,Leisure
101,63,219,31,421,Sad,Leisure
78,33,193,173,300,Energetic,Leisure
172,76,162,128,339,Energetic,Leisure
169,86,222,64,446,Sad,Leisure
78,63,218,152,361,Happy,Leisure
100,57,161,27,424,Happy,Leisure
178,82,21,52,370,Happy,Productive
0,16,18,103,400,Energetic,Leisure
12,46,192,168,365,Happy,Leisure
105,2,122,19,309,Sad,Leisure
72,39,109,57,314,Tired,Leisure
40,32,6,12,430,Neutral,Productive
28,80,234,31,370,Tired,Leisure
118,0,110,39,439,Sad,Leisure
177,16,117,173,381,Happy,Leisure
179,82,31,71,380,Happy,Productive
135,85,156,69,332,Happy,Leisure
92,33,240,101,336,Energetic,Leisure
87,36,23,154,436,Happy,Leisure
70,15,9,59,371,Tired,Productive
148,46,2,47,379,Energetic,Productive
114,6,175,70,420,Energetic,Leisure
156,52,55,103,397,Energetic,Productive
62,56,204,159,339,Sad,Leisure
19,3,95,59,454,Happy,Leisure
37,21,119,80,404,Neutral,Leisure
174,68,202,72,300,Neutral,Leisure
180,28,37,60,400,Tired,Productive
150,84,207,6,328,Energetic,Productive
175,44,132,76,333,Tired,Productive
83,1,239,171,380,Tired,Leisure
92,64,183,16,425,Sad,Leisure
22,21,186,31,321,Neutral,Leisure
163,37,0,174,354,Tired,Productive
41,68,3,115,351,Tired,Leisure
147,13,57,117,419,Neutral,Leisure
162,27,223,53,407,Tired,Leisure
74,2,166,46,303,Sad,Leisure
78,50,189,125,446,Energetic,Leisure
100,50,140,177,459,Happy,Leisure
108,62,118,91,384,Energetic,Leisure
108,85,109,162,323,Sad,Leisure
28,67,135,179,431,Sad,Leisure
4,16,104,141,439,Energetic,Leisure
94,40,141,57,387,Energetic,Leisure
92,9,39,109,414,Neutral,Leisure
179,38,17,12,457,Neutral,Productive
7,1,69,80,423,Energetic,Leisure
33,83,121,110,432,Sad,Leisure
179,76,227,172,325,Tired,Leisure
70,30,13,65,447,Sad,Productive
60,36,173,51,430,Energetic,Leisure
101,40,199,86,477,Happy,Leisure
128,4,176,5,475,Energetic,Leisure
174,87,232,105,311,Happy,Leisure
94,25,160,78,454,Happy,Leisure
7,65,165,9,379,Tired,Leisure
68,33,47,0,334,Tired,Productive
174,37,32,179,392,Sad,Leisure
38,69,14,58,476,Tired,Productive
67,1,97,76,445,Sad,Leisure
36,76,200,45,426,Neutral,Leisure
137,81,158,4,410,Tired,Productive
57,1,3,149,411,Tired,Leisure
107,26,9,16,320,Sad,Productive
133,9,139,87,369,Tired,Leisure
118,80,40,130,338,Sad,Productive
6,65,136,68,337,Energetic,Leisure
19,2,106,111,324,Happy,Leisure
118,29,68,103,408,Tired,Leisure
36,19,218,28,437,Tired,Leisure
116,66,12,113,325,Happy,Productive
148,37,200,130,461,Energetic,Leisure
178,15,28,26,437,Tired,Productive
169,58,45,127,307,Neutral,Productive
165,75,74,95,376,Sad,Productive
70,79,121,5,323,Neutral,Productive
95,60,226,76,367,Neutral,Leisure
180,26,207,150,478,Happy,Leisure
115,43,161,162,347,Neutral,Leisure
147,59,31,33,469,Happy,Productive
38,56,144,140,354,Energetic,Leisure
133,35,235,169,360,Happy,Leisure
53,78,83,44,402,Neutral,Productive
39,31,47,98,425,Tired,Leisure
77,74,152,74,305,Tired,Leisure
120,1,222,49,308,Happy,Leisure
169,31,201,69,319,Energetic,Leisure
84,64,19,17,401,Neutral,Productive
11,69,168,62,409,Energetic,Leisure
127,43,16,68,373,Energetic,Productive
151,84,13,176,366,Sad,Productive
179,74,175,97,400,Neutral,Leisure
41,82,20,51,442,Sad,Productive
152,34,158,62,310,Happy,Leisure
54,87,1,55,363,Tired,Productive
88,81,71,162,397,Happy,Leisure
25,69,168,74,309,Neutral,Leisure
12,70,233,3,352,Neutral,Leisure
165,84,108,39,337,Happy,Productive
140,43,36,79,372,Energetic,Productive
75,31,197,39,332,Sad,Leisure
173,69,176,162,360,Tired,Leisure
118,49,142,30,311,Neutral,Leisure
37,76,200,76,422,Energetic,Leisure
65,0,85,70,318,Happy,Leisure
43,81,112,135,432,Energetic,Leisure
175,74,173,5,477,Energetic,Productive
99,32,171,172,424,Neutral,Leisure
43,66,213,25,404,Sad,Leisure
25,63,169,41,375,Sad,Leisure
59,62,24,88,364,Sad,Productive
128,1,140,55,375,Sad,Leisure
171,26,105,76,383,Sad,Productive
38,86,159,54,450,Energetic,Leisure
10,61,104,116,403,Tired,Leisure
86,13,226,15,410,Tired,Leisure
67,5,99,104,307,Energetic,Leisure
105,30,125,99,458,Tired,Leisure
81,15,216,82,409,Neutral,Leisure
133,53,1,130,312,Energetic,Productive
85,17,154,108,321,Neutral,Leisure
89,8,57,149,357,Happy,Leisure
116,38,36,75,335,Neutral,Productive
135,49,48,148,381,Tired,Leisure
59,53,47,57,317,Sad,Productive
152,20,98,11,324,Neutral,Productive
136,1,68,125,405,Tired,Leisure
46,3,175,143,375,Neutral,Leisure
41,30,176,71,479,Energetic,Leisure
125,54,58,33,319,Tired,Productive
126,32,42,127,476,Tired,Leisure
99,55,199,103,393,Neutral,Leisure
120,5,195,61,479,Neutral,Leisure
19,61,133,173,455,Neutral,Leisure
118,80,64,0,343,Tired,Productive
158,29,8,38,324,Happy,Productive
21,63,42,67,385,Neutral,Leisure
14,50,91,26,330,Tired,Leisure
165,60,238,142,409,Tired,Leisure
66,2,127,42,353,Happy,Leisure
106,40,222,93,426,Neutral,Leisure
152,12,149,169,420,Happy,Leisure
155,25,118,123,431,Happy,Leisure
72,81,205,174,437,Neutral,Leisure
117,88,166,55,301,Sad,Leisure
18,49,231,169,388,Happy,Leisure
138,10,56,174,448,Tired,Leisure
52,32,44,28,429,Tired,Productive
92,69,34,164,383,Neutral,Leisure
62,37,98,112,324,Neutral,Leisure
118,5,26,13,308,Neutral,Productive
159,20,207,76,421,Energetic,Leisure
169,48,9,55,468,Energetic,Productive
143,66,39,110,392,Happy,Productive
26,67,84,106,371,Tired,Leisure
1,58,81,71,462,Energetic,Leisure
6,1,130,137,426,Energetic,Leisure
4,88,142,159,365,Energetic,Leisure
173,54,230,27,307,Tired,Leisure
66,75,100,120,433,Tired,Leisure
113,59,52,40,346,Sad,Productive
163,17,74,40,313,Happy,Productive
139,13,136,56,345,Neutral,Leisure
178,89,185,125,392,Happy,Leisure
68,74,149,109,372,Energetic,Leisure
169,42,195,7,462,Neutral,Productive
101,38,34,44,464,Sad,Productive
54,54,205,124,371,Neutral,Leisure
117,35,91,101,316,Neutral,Leisure
134,13,123,152,316,Neutral,Leisure
94,9,91,2,434,Tired,Productive
55,45,208,39,432,Sad,Leisure
28,63,57,69,441,Sad,Leisure
167,26,166,143,377,Neutral,Leisure
93,43,16,13,411,Energetic,Productive
114,30,28,157,349,Neutral,Leisure
152,57,108,134,473,Energetic,Leisure
69,84,9,135,397,Neutral,Productive
100,89,83,160,472,Neutral,Leisure
56,28,30,34,372,Neutral,Productive
40,31,40,103,401,Neutral,Leisure
45,79,178,48,351,Happy,Leisure
92,87,202,34,381,Tired,Leisure
25,11,31,86,404,Happy,Leisure
41,69,140,170,425,Happy,Leisure
165,35,63,122,304,Energetic,Productive
152,50,152,111,362,Sad,Leisure
175,43,12,163,389,Neutral,Productive
44,84,33,125,378,Neutral,Leisure
127,77,225,2,352,Energetic,Leisure
90,17,231,138,433,Tired,Leisure
179,41,131,4,313,Energetic,Productive
89,60,112,108,348,Sad,Leisure
64,16,238,177,472,Sad,Leisure
179,87,135,102,320,Tired,Productive
118,41,59,26,416,Happy,Productive
74,77,21,143,389,Neutral,Leisure
67,28,60,66,437,Tired,Leisure
61,49,141,11,358,Tired,Leisure
131,37,231,97,402,Happy,Leisure
179,59,68,0,428,Energetic,Productive
114,30,133,30,372,Energetic,Leisure
178,55,84,74,385,Neutral,Productive
107,60,222,70,407,Energetic,Leisure
146,24,119,55,390,Happy,Leisure
135,39,150,135,319,Sad,Leisure
93,45,212,175,319,Energetic,Leisure
129,18,153,24,300,Neutral,Leisure
37,40,135,118,318,Energetic,Leisure
37,61,140,169,460,Neutral,Leisure
52,23,55,65,467,Tired,Leisure
97,19,87,127,394,Tired,Leisure
47,13,208,28,405,Neutral,Leisure
2,58,70,88,390,Tired,Leisure
158,2,219,123,366,Happy,Leisure
19,21,182,121,395,Neutral,Leisure
122,20,140,140,418,Sad,Leisure
78,84,223,0,309,Energetic,Leisure
157,25,86,135,314,Tired,Leisure
36,47,37,57,470,Neutral,Leisure
161,17,43,96,348,Tired,Productive
28,49,230,61,458,Tired,Leisure
33,71,10,27,455,Happy,Productive
55,1,37,156,410,Energetic,Leisure
76,32,222,127,354,Sad,Leisure
11,81,196,33,424,Sad,Leisure
54,33,202,139,360,Tired,Leisure
105,8,190,140,387,Sad,Leisure
96,79,8,164,468,Neutral,Productive
68,69,228,166,397,Tired,Leisure
180,85,13,58,402,Sad,Productive
52,19,46,91,449,Happy,Leisure
54,13,1,161,480,Neutral,Leisure
179,86,219,82,421,Tired,Leisure
14,57,140,14,462,Tired,Leisure
7,9,107,93,467,Tired,Leisure
157,38,219,122,476,Neutral,Leisure
101,48,77,28,361,Neutral,Productive
47,32,6,88,370,Sad,Leisure
145,73,144,137,313,Energetic,Leisure
123,20,20,61,461,Tired,Productive
88,71,8,83,370,Happy,Productive
138,2,154,125,386,Sad,Leisure
121,60,48,63,472,Happy,Productive
125,28,19,112,388,Neutral,Productive
1,0,154,167,476,Energetic,Leisure
50,4,147,72,419,Sad,Leisure
86,49,85,167,472,Sad,Leisure
147,75,110,150,362,Energetic,Leisure
62,16,171,67,466,Energetic,Leisure
72,46,209,125,426,Tired,Leisure
112,13,31,179,327,Happy,Leisure
49,83,190,36,413,Tired,Leisure
53,57,21,115,314,Energetic,Leisure
37,0,54,121,336,Energetic,Leisure
45,16,164,149,386,Tired,Leisure
43,42,116,107,322,Tired,Leisure
111,4,51,77,323,Energetic,Leisure
85,70,82,62,451,Happy,Productive
53,17,158,165,394,Neutral,Leisure
11,53,38,71,392,Sad,Leisure
158,21,148,36,440,Energetic,Leisure
109,27,92,164,366,Neutral,Leisure
125,26,130,140,340,Tired,Leisure
27,28,145,170,419,Neutral,Leisure
176,69,153,43,421,Sad,Productive
79,30,93,57,379,Energetic,Leisure
73,29,130,160,409,Tired,Leisure
26,72,201,94,430,Happy,Leisure
141,88,228,88,332,Energetic,Leisure
119,15,49,150,466,Neutral,Leisure
32,85,185,40,414,Happy,Leisure
175,5,174,73,318,Happy,Leisure
39,49,113,27,301,Sad,Leisure
133,37,122,176,463,Happy,Leisure
172,50,89,71,347,Neutral,Productive
66,30,156,50,475,Sad,Leisure
133,89,209,112,322,Tired,Leisure
167,34,77,4,423,Neutral,Productive
117,72,137,88,460,Neutral,Leisure
171,20,235,0,467,Sad,Leisure
122,9,130,170,348,Sad,Leisure
169,58,76,102,479,Energetic,Productive
108,61,48,149,454,Sad,Leisure
29,82,33,37,447,Happy,Productive
14,0,212,172,366,Sad,Leisure
11,67,169,15,343,Energetic,Leisure
180,67,232,156,366,Neutral,Leisure
104,46,124,21,337,Tired,Productive
116,24,198,144,312,Neutral,Leisure
57,23,114,100,350,Energetic,Leisure
39,22,24,66,469,Tired,Leisure
34,19,40,112,376,Tired,Leisure
173,87,221,67,383,Happy,Leisure
159,34,178,103,449,Happy,Leisure
30,32,16,142,472,Sad,Leisure
59,2,175,110,360,Happy,Leisure
129,57,129,36,414,Tired,Productive
15,17,163,112,313,Sad,Leisure
176,54,104,33,433,Energetic,Productive
176,20,163,111,311,Sad,Leisure
61,74,42,58,317,Happy,Productive
86,87,84,21,349,Neutral,Productive
98,46,122,110,326,Tired,Leisure
98,19,4,31,357,Sad,Productive
43,60,120,167,473,Happy,Leisure
163,51,198,32,474,Energetic,Leisure
137,82,107,139,466,Energetic,Leisure
99,82,96,109,452,Neutral,Leisure
75,30,124,76,400,Energetic,Leisure
70,81,177,120,443,Happy,Leisure
133,3,65,103,434,Happy,Leisure
31,89,203,12,429,Energetic,Leisure
168,47,30,104,352,Happy,Productive
157,22,168,100,325,Tired,Leisure
169,17,86,70,438,Tired,Productive
155,5,102,25,431,Neutral,Productive
79,7,165,134,347,Neutral,Leisure
66,81,136,48,326,Sad,Leisure
121,64,204,76,352,Sad,Leisure
36,46,115,41,476,Sad,Leisure
128,70,43,178,463,Tired,Leisure
134,4,92,29,432,Energetic,Productive
121,55,28,25,451,Tired,Productive
154,56,71,87,370,Happy,Productive
126,60,63,153,373,Energetic,Leisure
148,11,40,33,323,Neutral,Productive
76,32,105,157,329,Tired,Leisure
70,77,17,71,310,Tired,Productive
139,41,38,73,412,Tired,Productive
144,4,201,152,386,Happy,Leisure
84,89,230,49,410,Neutral,Leisure
139,18,77,12,363,Tired,Productive
75,26,67,131,435,Neutral,Leisure
101,47,11,117,300,Energetic,Productive
120,59,115,53,419,Neutral,Productive
65,88,179,85,431,Energetic,Leisure
104,41,129,160,348,Neutral,Leisure
0,25,167,119,379,Happy,Leisure
107,45,168,84,378,Happy,Leisure
85,89,198,83,332,Neutral,Leisure
135,2,41,75,382,Happy,Productive
42,17,235,142,307,Energetic,Leisure
13,51,156,122,358,Happy,Leisure
26,70,21,42,372,Tired,Productive
112,38,239,131,438,Energetic,Leisure
165,42,118,133,346,Energetic,Leisure
73,89,149,129,480,Happy,Leisure
129,34,25,127,376,Energetic,Productive
131,35,37,52,307,Sad,Productive
162,60,234,8,304,Happy,Leisure
114,75,239,18,424,Neutral,Leisure
10,65,156,157,395,Sad,Leisure
135,11,192,129,390,Tired,Leisure
70,8,145,12,318,Tired,Leisure
132,78,4,124,422,Happy,Productive
72,12,197,140,383,Energetic,Leisure
152,64,200,45,309,Tired,Leisure
112,40,69,129,459,Neutral,Leisure
67,19,139,130,429,Sad,Leisure
159,79,128,73,318,Tired,Productive
40,23,62,51,359,Neutral,Leisure
167,25,113,162,461,Energetic,Leisure
140,70,59,18,376,Tired,Productive
9,39,15,56,448,Energetic,Leisure
160,25,0,178,307,Tired,Productive
11,56,40,72,405,Neutral,Leisure
70,45,89,48,452,Neutral,Leisure
82,45,179,68,306,Happy,Leisure
155,36,35,148,439,Sad,Productive
17,62,145,136,471,Sad,Leisure
18,23,3,99,422,Tired,Leisure
120,11,41,105,392,Neutral,Leisure
152,53,109,176,451,Tired,Leisure
151,72,176,54,382,Neutral,Leisure
10,54,38,37,382,Happy,Leisure
40,56,148,16,448,Tired,Leisure
131,43,132,137,308,Energetic,Leisure
152,59,134,3,313,Tired,Productive
72,42,50,113,447,Sad,Leisure
65,28,36,31,447,Tired,Productive
175,58,97,173,377,Neutral,Leisure
89,5,98,160,412,Happy,Leisure
101,19,96,65,300,Tired,Leisure
7,5,182,16,360,Tired,Leisure
64,47,237,80,320,Energetic,Leisure
32,13,221,48,414,Tired,Leisure
48,74,4,56,383,Happy,Productive
149,20,6,26,410,Tired,Productive
148,82,7,41,392,Sad,Productive
17,63,188,78,422,Sad,Leisure
161,88,191,32,313,Neutral,Productive
164,32,149,14,327,Happy,Productive
111,86,87,47,453,Tired,Productive
150,55,188,156,421,Tired,Leisure
75,19,222,41,470,Happy,Leisure
153,23,52,44,410,Sad,Productive
37,46,131,15,349,Neutral,Leisure
3,21,5,63,478,Happy,Leisure
151,19,74,161,312,Neutral,Leisure
70,34,204,85,438,Sad,Leisure
82,43,31,173,409,Neutral,Leisure
2,78,203,153,303,Happy,Leisure
131,77,58,164,333,Neutral,Leisure
100,6,219,117,383,Energetic,Leisure
111,50,234,26,380,Energetic,Leisure
157,56,56,172,318,Happy,Leisure
84,0,104,62,356,Happy,Leisure
19,18,155,157,392,Happy,Leisure
164,77,94,163,340,Energetic,Leisure
46,85,53,18,466,Happy,Productive
150,2,67,25,455,Sad,Productive
84,6,102,177,458,Happy,Leisure
39,19,229,83,430,Tired,Leisure
13,21,66,67,324,Neutral,Leisure
60,76,169,79,421,Sad,Leisure
33,34,217,145,344,Neutral,Leisure
124,88,171,139,421,Sad,Leisure
165,30,121,134,362,Tired,Leisure
69,68,163,33,366,Tired,Leisure
172,81,128,60,318,Tired,Productive
37,1,137,132,427,Neutral,Leisure
133,83,219,134,330,Tired,Leisure
158,81,222,163,363,Neutral,Leisure
124,66,130,131,370,Neutral,Leisure
67,88,124,53,465,Tired,Leisure
158,76,240,15,478,Neutral,Leisure
71,49,38,50,309,Sad,Productive
122,13,66,110,334,Happy,Leisure
156,14,212,29,473,Energetic,Leisure
178,39,146,104,448,Tired,Leisure
135,45,8,172,368,Happy,Leisure
38,39,181,130,320,Sad,Leisure
43,31,26,84,375,Tired,Leisure
151,3,223,88,454,Tired,Leisure
63,88,58,129,397,Neutral,Leisure
4,18,212,165,387,Sad,Leisure
0,83,131,59,477,Happy,Leisure
36,39,95,37,473,Neutral,Leisure
82,71,122,18,308,Tired,Productive
169,13,144,147,358,Sad,Leisure
72,54,90,108,440,Energetic,Leisure
55,34,12,177,322,Happy,Leisure
180,46,151,171,319,Sad,Leisure
97,88,71,34,322,Tired,Productive
72,54,209,134,340,Neutral,Leisure
6,84,43,110,369,Neutral,Leisure
73,71,165,145,374,Energetic,Leisure
157,3,172,138,439,Tired,Leisure
66,77,228,95,440,Energetic,Leisure
15,86,147,91,396,Tired,Leisure
163,79,118,31,312,Energetic,Productive
98,41,61,121,422,Energetic,Leisure
104,89,178,127,371,Energetic,Leisure
60,10,77,66,427,Tired,Leisure
52,55,100,121,460,Happy,Leisure
35,81,103,22,312,Energetic,Leisure
36,1,204,118,468,Sad,Leisure
147,39,74,22,348,Tired,Productive
114,16,237,13,451,Energetic,Leisure
176,52,128,51,475,Neutral,Productive
159,52,70,24,436,Tired,Productive
43,35,74,5,404,Sad,Leisure
165,87,133,142,423,Tired,Leisure
127,58,224,30,360,Neutral,Leisure
35,3,23,96,438,Happy,Leisure
98,85,47,66,479,Neutral,Productive
176,70,3,19,472,Energetic,Productive
98,39,113,160,438,Energetic,Leisure
